,"silent_fraction","nonsense_fraction","splice_site_fraction","missense_fraction","recurrent_missense_fraction","frameshift_indel_fraction","inframe_indel_fraction","lost_start_stop_fraction","missense_to_silent","nonsilent_to_silent","norm_missense_poisition_entropy","norm_mutation_entropy","label"
805,0.4,0.4,0,0,0,0,0,0.2,1,0.6666667,1,1.2277293,0
806,0.33333334,0.33333334,0.33333334,0,0,0,0,0,1,0.5,0,0.33333334,0
807,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
808,0,0,0,0,0,0,0,1,0,0,0,0,0
809,0.2,0.4,0,0,0,0,0,0.4,0.5,0.25,2,1.0277294,0
810,0,1,0,0,0,0,0,0,0,0,2,2,0
811,0,1,0,0,0,0,0,0,0,0,0,0,0
812,0,0.33333334,0,0,0,0,0,0.33333334,0,0,0,0.24604683,0
813,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
814,0.25,0.375,0.0625,0,0,0.0625,0,0.0625,0.6666667,0.33333334,1.7420981,1.1310993,0
815,0.125,0.5,0.125,0,0,0.125,0,0.125,0.25,0.14285715,1.5,1.125,0
816,0.21428572,0.64285713,0,0,0.14285715,0.071428575,0,0.071428575,0.33333334,0.27272728,1.8597934,1.5302931,0
817,0.2,0.4,0.2,0,0,0,0,0.2,0.5,0.25,2,1.2,0
818,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
819,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
820,0.5,0.16666667,0.16666667,0,0,0,0,0,3,1,0,0.8333333,0
821,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,2,1.5,0
822,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
823,0,0,0,0,0,0,0,1,0,0,0,0,0
824,0.22222222,0.44444445,0,0,0,0,0,0,0.5,0.2857143,1.5,1.1375712,0
825,0,1,0,0,0,0,0,0,0,0,0,0,0
826,0,0.8333333,0.16666667,0,0.33333334,0,0,0,0,0,1.8277293,1.7043824,0
827,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
828,0.45454547,0.36363637,0,0,0,0,0,0.09090909,1.25,0.8333333,2,1.3110791,0
829,0.16666667,0.5,0.16666667,0,0,0,0,0.16666667,0.33333334,0.2,2,1.3333334,1
830,0,0.6,0.2,0,0,0,0.2,0,0,0,2,1.6,0
831,0.25,0.25,0,0,0,0,0,0,1,0.33333334,0,0.25,0
832,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
833,0,1,0,0,0,0,0,0,0,0,2,2,0
834,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
835,0,0.6,0,0,0,0,0,0,0,0,2,1.4277294,0
836,0,0.33333334,0,0,0,0,0,0.33333334,0,0,0,0.24604683,0
837,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
838,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
839,1,0,0,0,0,0,0,0,0,0,0,0,0
840,0.1,0.7,0,0,0.1,0.05,0,0.1,0.14285715,0.11111111,1.6106242,1.3673372,0
841,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
842,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
843,0,0.75,0,0,0,0,0,0,0,0,2,1.75,0
844,0,1,0,0,0,0,0,0,0,0,2,2,0
845,0,0.85714287,0,0,0,0,0,0.14285715,0,0,1.7420981,1.6535959,0
846,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
847,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
848,0,0.5,0.25,0,0,0,0,0.25,0,0,2,1.5,0
849,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,2,1.75,0
850,0,0.25,0,0,0,0,0,0.5,0,0,0,0.5,0
851,0.16666667,0.5,0,0,0,0,0,0.33333334,0.33333334,0.2,2,1.2043824,0
852,0.14285715,0.5714286,0.14285715,0,0,0,0,0.14285715,0.25,0.16666667,1.75,1.326798,0
853,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
854,0,1,0,0,0,0,0,0,0,0,1.6554588,1.6554588,0
855,0,0.6,0,0,0,0,0,0.4,0,0,2,1.4277294,0
856,0.33333334,0.33333334,0,0,0,0,0.33333334,0,1,0.5,0,0.33333334,0
857,0.16666667,0.6666667,0,0,0,0,0,0.16666667,0.25,0.2,1.75,1.371049,0
858,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,2,1.5,0
859,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
860,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
861,0.2,0.6,0.1,0,0,0,0,0.1,0.33333334,0.25,1.7420981,1.419382,0
862,0,0,0,0,0,0,0,1,0,0,0,0,0
863,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
864,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0
865,0.125,0.625,0,0,0,0,0,0,0.2,0.14285715,2,1.4166666,0
866,0.26923078,0.65384614,0.03846154,0,0.07692308,0,0.03846154,0,0.4117647,0.36842105,1.5932374,1.4225694,0
867,0,0,0,0,0,0,0,1,0,0,0,0,0
868,0.125,0.5,0,0.0625,0,0,0,0,0.25,0.14285715,1.75,1.2248493,0
869,0.25,0,0,0,0,0.25,0,0.5,0,0.33333334,0,0.15563907,0
870,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
871,0.25,0.5,0,0,0,0,0,0,0.5,0.33333334,2,1.25,0
872,0.42857143,0.42857143,0,0,0,0,0,0.14285715,1,0.75,2,1.4285715,0
873,0,1,0,0,0,0,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0.27272728,0.54545456,0,0,0,0.09090909,0,0.09090909,0.5,0.375,1.7420981,1.3877828,0
876,0,0.8333333,0,0,0,0,0,0,0,0,1.6554588,1.5754315,0
877,1,0,0,0,0,0,0,0,0,0,0,0,0
878,0.42857143,0.42857143,0,0,0,0.14285715,0,0,1,0.75,2,1.4285715,0
879,0,0,0,0,0,0,0,1,0,0,0,0,0
880,0,0.5,0,0,0,0,0.2,0.2,0,0,2,1.150515,0
881,0.26666668,0.6,0,0.13333334,0,0,0,0,0.44444445,0.36363637,2,1.5658723,0
882,0.2,0.4,0,0,0,0,0,0.4,0.5,0.25,2,1.0277294,0
883,0,0.54545456,0.18181819,0,0,0.18181819,0,0.09090909,0,0,1.7420981,1.262831,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0
885,0.8,0.2,0,0,0,0,0,0,4,4,0,0.8,0
886,0.42857143,0.42857143,0,0,0,0.14285715,0,0,1,0.75,2,1.4285715,0
887,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
888,0.2,0.5,0,0,0,0,0,0,0.4,0.25,2,1.3568636,0
889,0,0.6666667,0,0,0,0,0,0,0,0,2,1.6666666,0
890,0,1,0,0,0,0,0,0,0,0,2,2,0
891,0,0.5,0.25,0,0,0,0,0.25,0,0,2,1.5,0
892,0.5,0.33333334,0,0,0,0,0,0.16666667,1.5,1,2,1.3333334,0
893,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
894,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,0,0.33333334,0
895,0,0,0,0,0,1,0,0,0,0,0,0,0
896,0.1764706,0.47058824,0.11764706,0,0,0.05882353,0,0,0.375,0.21428572,1.8333334,1.2691113,0
897,0,1,0,0,0,0,0,0,0,0,2,2,0
898,0,0.5,0,0,0,0,0,0.5,0,0,2,1.1934264,0
899,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
900,0.33333334,0.33333334,0,0,0,0,0,0.33333334,1,0.5,2,1.2043824,0
901,0.2,0.6,0,0.2,0,0,0,0,0.33333334,0.25,1.5793802,1.2277293,0
902,0.41666666,0.41666666,0,0.083333336,0,0,0,0.083333336,1,0.71428573,2,1.4166666,0
903,0,1,0,0,0,0,0,0,0,0,0,0,0
904,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
905,0,1,0,0,0.4,0,0,0,0,0,1.4181657,1.4181657,0
906,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
907,0.33333334,0.5,0,0,0,0,0,0.16666667,0.6666667,0.5,2,1.5,0
908,0,1,0,0,0,0,0,0,0,0,1.8277293,1.8277293,0
909,0.16666667,0.16666667,0,0,0,0.16666667,0,0,1,0.2,0,0.15086292,0
910,0,0.8181818,0,0,0,0.09090909,0,0,0,0,1.7195867,1.5553956,0
911,0.2,0.5,0,0,0,0.1,0,0.1,0.4,0.25,1.5904363,1.2137272,0
912,0,0.8333333,0,0,0,0,0,0.16666667,0,0,1.6554588,1.5754315,0
913,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
914,0.14285715,0.71428573,0,0,0,0.14285715,0,0,0.2,0.16666667,1.8277293,1.469655,0
915,0.30769232,0.46153846,0.07692308,0,0,0,0,0,0.6666667,0.44444445,1.7420981,1.3368132,0
916,0,0,0,0,0,0,0,1,0,0,0,0,0
917,0.16666667,0.6666667,0,0,0,0,0,0,0.25,0.2,1.75,1.371049,0
918,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
919,0.18181819,0.6363636,0.09090909,0,0,0.09090909,0,0,0.2857143,0.22222222,1.2491719,1.2486255,0
920,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
921,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
922,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
923,0.5,0.25,0,0,0,0.25,0,0,2,1,0,0.75,0
924,1,0,0,0,0,0,0,0,0,0,0,0,0
925,0,0.6,0,0,0,0,0,0.4,0,0,1.5793802,1.2554587,0
926,0.08928572,0.26785713,0.14285715,0.125,0,0.19642857,0,0.035714287,0.33333334,0.09803922,1.863489,0.77943087,1
927,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
928,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
929,0,0,0,0,0,0,0,1,0,0,0,0,0
930,0,0.7692308,0,0,0,0.07692308,0,0.15384616,0,0,1.7966577,1.5299708,0
931,0.33333334,0.33333334,0,0,0,0,0,0,1,0.5,0,0.33333334,0
932,0,1,0,0,0,0,0,0,0,0,1.5,1.5,0
933,0.15,0.55,0.05,0,0,0,0,0.05,0.27272728,0.1764706,1.7897711,1.3231379,0
934,0.09090909,0.6363636,0.09090909,0,0.18181819,0,0,0,0.14285715,0.1,1.5544924,1.262831,0
935,0,1,0,0,0,0,0,0,0,0,0,0,0
936,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
937,0,0.85714287,0,0,0,0,0,0.14285715,0,0,2,1.8571428,0
938,0.2,0.6,0.2,0,0,0,0,0,0.33333334,0.25,2,1.4,0
939,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
940,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
941,0.04761905,0.61904764,0,0,0.23809524,0.14285715,0,0,0.07692308,0.05,1.6775898,1.1902299,1
942,0.14285715,0.5714286,0.14285715,0,0,0.14285715,0,0,0.25,0.16666667,2,1.4285715,0
943,0,0.75,0,0,0,0.25,0,0,0,0,2,1.75,0
944,0,1,0,0,0,0,0,0,0,0,2,2,0
945,0,0.5714286,0.14285715,0.14285715,0,0.14285715,0,0,0,0,2,1.469655,0
946,0,0,0,0,0,0,0,0,0,0,0,0,0
947,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
948,0,0.5,0,0,0,0,0,0.25,0,0,2,1.25,0
949,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
950,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,1.5793802,1.4277294,0
951,0,0.6666667,0.16666667,0,0,0,0,0,0,0,2,1.6666666,0
952,0.25,0.25,0,0,0,0,0,0.5,1,0.33333334,0,0.25,0
953,0,1,0,0,0,0,0,0,0,0,0,0,0
954,0.22222222,0.6666667,0.11111111,0,0,0,0,0,0.33333334,0.2857143,2,1.6666666,0
955,0,1,0,0,0,0,0,0,0,0,1,1,0
956,0.5,0,0,0,0,0,0,0.5,0,1,0,0.75,0
957,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
958,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
959,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
960,0.2,0.6,0.2,0,0,0,0,0,0.33333334,0.25,2,1.4,0
961,0.2,0.6,0.2,0,0,0,0,0,0.33333334,0.25,2,1.4,0
962,0.33333334,0.44444445,0,0.22222222,0,0,0,0,0.75,0.5,1.75,1.3042378,0
963,0.42857143,0.5714286,0,0,0,0,0,0,0.75,0.75,2,1.5714285,0
964,0,0.75,0.25,0,0,0,0,0,0,0,2,1.75,0
965,0.26666668,0.6,0.06666667,0,0,0,0,0.06666667,0.44444445,0.36363637,1.9298967,1.5658723,0
966,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
967,0.33333334,0.33333334,0.16666667,0,0,0.16666667,0,0,1,0.5,2,1.3333334,0
968,1,0,0,0,0,0,0,0,0,0,0,1,0
969,0.25,0.625,0,0,0,0.125,0,0,0.4,0.33333334,2,1.625,0
970,0.2,0.4,0,0.2,0,0,0,0,0.5,0.25,1,1.0277294,0
971,0,1,0,0,0,0,0,0,0,0,2,2,0
972,0,1,0,0,0,0,0,0,0,0,0,0,0
973,0.2,0.4,0,0,0,0,0,0,0.5,0.25,2,1.0277294,0
974,0,1,0,0,0,0,0,0,0,0,2,2,0
975,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
976,0.25,0,0.25,0,0,0.25,0,0.25,0,0.33333334,0,0.5,0
977,0,1,0,0,0,0,0,0,0,0,0,0,0
978,0.5,0.25,0.25,0,0,0,0,0,2,1,0,0.75,0
979,0,0.64285713,0.10714286,0.035714287,0,0.17857143,0.035714287,0,0,0,1.5067917,1.1931791,1
980,0.11111111,0.5555556,0.11111111,0,0.22222222,0.11111111,0,0.11111111,0.2,0.125,1.8277293,1.3042378,0
981,0.15384616,0.46153846,0,0,0,0,0,0.3846154,0.33333334,0.18181819,1.6131471,1.0954772,0
982,0.05263158,0.7894737,0,0,0,0.05263158,0,0,0.06666667,0.055555556,1.863489,1.5788097,0
983,0,0.5714286,0.14285715,0,0,0.14285715,0,0,0,0,2,1.469655,0
984,0.11111111,0.7777778,0,0,0,0.11111111,0,0,0.14285715,0.125,1.796453,1.52646,0
985,0,0,0,0,0,0,0,1,0,0,0,0,0
986,0.25,0.25,0,0,0,0,0,0.25,1,0.33333334,0,0.25,0
987,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
988,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0
989,0.2,0.4,0.2,0,0,0.2,0,0,0.5,0.25,2,1.2,0
990,0.33333334,0,0,0,0,0,0,0.33333334,0,0.5,0,0.48419625,0
991,0,1,0,0,0,0,0,0,0,0,0,0,0
992,0.14285715,0.14285715,0.14285715,0,0,0.14285715,0.14285715,0.2857143,1,0.16666667,0,0.3071918,0
993,0.25,0.5,0,0,0,0.25,0,0,0.5,0.33333334,1,1,0
994,0,1,0,0,0,0,0,0,0,0,2,2,0
995,0.125,0.5,0,0,0,0.125,0,0.25,0.25,0.14285715,2,1.1768796,0
996,0.16666667,0.33333334,0,0.16666667,0,0.33333334,0,0,0.5,0.2,2,1.0377157,0
997,0,1,0,0,0,0,0,0,0,0,0,0,0
998,0,1,0,0,0,0,0,0,0,0,2,2,0
999,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,1.759176,1.496028,0
1000,0,0,0,0,0,0,0,1,0,0,0,0,0
1001,0,0.85714287,0,0,0,0,0,0,0,0,1.871049,1.7553694,0
1002,0.1,0.7,0,0,0,0.1,0,0.1,0.14285715,0.11111111,1.6562657,1.3364516,0
1003,0,0.5,0,0,0,0,0,0.25,0,0,2,1.25,0
1004,0,1,0,0,0,0,0,0,0,0,0,0,0
1005,0.16666667,0.6666667,0.16666667,0,0,0,0,0,0.25,0.2,1.5,1.2420981,0
1006,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0
1007,0.16666667,0.5,0,0.33333334,0,0,0,0,0.33333334,0.2,1.5793802,1.0754315,0
1008,1,0,0,0,0,0,0,0,0,0,0,0,0
1009,0.2,0.6,0,0,0,0,0,0,0.33333334,0.25,2,1.539794,0
1010,0,0,0,0,0,0,0,1,0,0,0,0,0
1011,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
1012,0,0.6,0,0,0,0,0,0.4,0,0,2,1.4277294,0
1013,0.2,0.8,0,0,0,0,0,0,0.25,0.25,2,1.6,0
1014,0,0.25,0,0,0,0.25,0,0,0,0,0,0.15563907,0
1015,0.4,0.4,0,0,0,0,0.2,0,1,0.6666667,2,1.4,0
1016,0.3,0.6,0,0,0,0.1,0,0,0.5,0.42857143,1.871049,1.539794,0
1017,0.11111111,0.6111111,0.11111111,0,0,0.055555556,0,0.055555556,0.18181819,0.125,1.8423283,1.4411788,0
1018,0,0,0,0,0,0,0,1,0,0,0,0,0
1019,0.2857143,0.71428573,0,0,0,0,0,0,0.4,0.4,1.4181657,1.3705515,0
1020,0.16666667,0.5,0,0,0,0,0.16666667,0.16666667,0.33333334,0.2,2,1.2043824,0
1021,0,0,1,0,0,0,0,0,0,0,0,0,0
1022,0.2857143,0.2857143,0,0,0,0,0,0.2857143,1,0.4,2,0.94198006,0
1023,0.2857143,0.5714286,0.14285715,0,0,0,0,0,0.5,0.4,2,1.5714285,0
1024,0,0.75,0,0,0,0,0,0,0,0,2,1.75,0
1025,0,1,0,0,0,0,0,0,0,0,2,2,0
1026,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,0.14285715,0.14285715,0.42857143,0.14285715,0,0,0,0.14285715,1,0.16666667,0,0.3071918,0
1028,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0
1029,0,0.25,0.125,0.125,0,0.25,0,0.25,0,0,2,0.8333333,0
1030,0,1,0,0,0,0,0,0,0,0,1.8277293,1.8277293,0
1031,0,1,0,0,0,0,0,0,0,0,0,0,0
1032,0,1,0,0,0,0,0,0,0,0,2,2,0
1033,0.5,0.25,0,0,0,0.25,0,0,2,1,0,0.75,0
1034,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
1035,0,1,0,0,0,0,0,0,0,0,0,0,0
1036,0,0.5,0,0,0,0,0,0.5,0,0,2,1.25,0
1037,0,0.875,0,0,0,0,0,0,0,0,1.796453,1.7083334,0
1038,0,0.5,0,0,0,0,0,0.16666667,0,0,2,1.1934264,0
1039,0.14285715,0.14285715,0.14285715,0,0,0.14285715,0,0.14285715,1,0.16666667,0,0.3071918,0
1040,0,0.5,0,0,0,0,0,0.5,0,0,2,1.25,0
1041,1,0,0,0,0,0,0,0,0,0,0,1,0
1042,0,1,0,0,0,0,0,0,0,0,2,2,0
1043,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,0,1,0,0,0,0,0,0,0,0,0,0,0
1045,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
1046,0.2,0.6,0,0,0,0,0.2,0,0.33333334,0.25,2,1.4,0
1047,0.14285715,0.5714286,0,0,0,0,0,0.2857143,0.25,0.16666667,2,1.326798,0
1048,0,0.75,0,0,0,0.25,0,0,0,0,2,1.75,0
1049,0.14285715,0.5714286,0.14285715,0,0,0.14285715,0,0,0.25,0.16666667,1.75,1.326798,0
1050,0.16666667,0.6666667,0,0,0,0,0,0.16666667,0.25,0.2,2,1.5,0
1051,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
1052,0,0,0,0,0,0,0,1,0,0,0,0,0
1053,0,0.33333334,0,0,0,0,0,0,0,0,2,0.8175296,0
1054,0,0.33333334,0,0,0,0,0,0.6666667,0,0,0,0.24604683,0
1055,1,0,0,0,0,0,0,0,0,0,0,1,0
1056,0,0.75,0,0,0,0,0,0,0,0,2,1.75,0
1057,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.5377157,0
1058,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
1059,0.8,0,0,0,0,0,0,0.2,0,4,0,0.8277294,0
1060,0,1,0,0,0,0,0,0,0,0,0,0,0
1061,0,0.5,0,0,0,0,0,0.5,0,0,2,1.25,0
1062,0.14285715,0.42857143,0,0,0,0,0,0.14285715,0.33333334,0.16666667,1.5793802,0.94198006,0
1063,0.11111111,0.7777778,0.11111111,0,0,0,0,0,0.14285715,0.125,1.796453,1.52646,0
1064,0.2,0.6,0.1,0,0,0,0,0.1,0.33333334,0.25,1.3552454,1.29897,0
1065,0,0.6666667,0,0.16666667,0,0,0,0.16666667,0,0,1.75,1.5377157,0
1066,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,2,1.5,0
1067,0,0.14285715,0,0,0,0,0,0.5714286,0,0,0,0.067900956,0
1068,0,0.875,0.0625,0.0625,0,0,0,0,0,0,1.8499146,1.71875,0
1069,0.21428572,0.35714287,0.14285715,0,0,0,0,0.14285715,0.6,0.27272728,2,1.169536,0
1070,0,0.4,0,0,0,0,0,0.6,0,0,2,0.99043626,0
1071,0.1,0.6,0,0.1,0,0.1,0,0.1,0.16666667,0.11111111,1.871049,1.379588,0
1072,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
1073,0,0.6666667,0,0,0,0,0,0.33333334,0,0,2,1.6666666,0
1074,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
1075,0.25,0.75,0,0,0,0,0,0,0.33333334,0.33333334,1.1587603,1,0
1076,0.27272728,0.36363637,0.09090909,0.09090909,0,0.18181819,0,0,0.75,0.375,1.5,1.1534075,0
1077,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0.36363637,0.45454547,0,0,0,0,0,0.18181819,0.8,0.5714286,2,1.4019883,0
1079,0,0.42857143,0.2857143,0,0,0.14285715,0,0,0,0,2,1.2250245,0
1080,0.42857143,0.2857143,0.14285715,0,0,0,0,0,1.5,0.75,2,1.2857143,0
1081,0,0.33333334,0.33333334,0,0,0,0,0.33333334,0,0,2,1.0754315,0
1082,0.16666667,0.33333334,0.16666667,0,0,0.16666667,0,0,0.5,0.2,2,1.0377157,0
1083,0.33333334,0,0,0,0,0,0,0.6666667,0,0.5,0,0.24604683,0
1084,0,0.6666667,0,0,0,0.16666667,0,0.16666667,0,0,1.75,1.4087648,0
1085,0.23076923,0.46153846,0.07692308,0,0,0,0.07692308,0.15384616,0.5,0.3,1.7420981,1.2795458,0
1086,0.42857143,0.2857143,0.14285715,0,0,0,0,0.14285715,1.5,0.75,2,1.2857143,0
1087,0,0,0,0,0,0,0,1,0,0,0,0,0
1088,0.33333334,0,0,0,0,0,0,0.6666667,0,0.5,0,0.24604683,0
1089,0,0.33333334,0,0,0,0,0,0,0,0,0,0.24604683,0
1090,0,0,0,0,0,0,0,1,0,0,0,0,0
1091,0.2,0.6,0,0,0,0,0,0,0.33333334,0.25,2,1.4,0
1092,0.25,0.25,0.25,0,0,0,0,0.25,1,0.33333334,0,0.5,0
1093,0,0.71428573,0,0,0.2857143,0.14285715,0,0.14285715,0,0,1.6554588,1.4089652,0
1094,0,0,0,0,0,0,0,1,0,0,0,0,0
1095,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
1096,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
1097,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
1098,0,1,0,0,0,0,0,0,0,0,0,0,0
1099,0.25,0.25,0.25,0,0,0,0,0.25,1,0.33333334,0,0.5,0
1100,0,1,0,0,0,0,0,0,0,0,2,2,0
1101,0.44444445,0.5,0,0,0,0,0,0,0.8888889,0.8,1.8597934,1.4467083,0
1102,1,0,0,0,0,0,0,0,0,0,0,0,0
1103,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
1104,0.006993007,0.10489511,0.21678321,0.10489511,0.02097902,0.5174825,0.034965035,0,0.06666667,0.0070422534,1.6458414,0.32790878,1
1105,0.6666667,0,0,0,0,0,0,0.33333334,0,2,0,1,0
1106,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0
1107,1,0,0,0,0,0,0,0,0,0,0,0,0
1108,0.125,0.75,0,0,0,0.125,0,0,0.16666667,0.14285715,2,1.625,0
1109,0,1,0,0,0,0,0,0,0,0,2,2,0
1110,0,0.75,0,0,0,0,0,0.25,0,0,2,1.75,0
1111,0,0.4,0.2,0,0,0,0,0.2,0,0,2,1.2277293,0
1112,0,0,0,0,0,0,0,0.6666667,0,0,0,0,0
1113,0,0,0,0,0,1,0,0,0,0,0,0,0
1114,0.2857143,0.5714286,0,0,0,0,0,0.14285715,0.5,0.4,2,1.5714285,0
1115,0.04761905,0.5714286,0.23809524,0,0,0,0,0,0.083333336,0.05,1.721057,1.2162971,1
1116,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,0.30769232,0.53846157,0,0,0,0.07692308,0,0.07692308,0.5714286,0.44444445,1.3893591,1.2474358,0
1118,0.4,0.6,0,0,0,0,0,0,0.6666667,0.6666667,2,1.6,0
1119,0,0.5,0,0,0,0,0,0.5,0,0,2,1.25,0
1120,0.375,0.625,0,0,0,0,0,0,0.6,0.6,2,1.625,0
1121,0.5,0.25,0,0,0,0,0,0.25,2,1,0,0.75,0
1122,0,1,0,0,0,0,0,0,0,0,0,0,0
1123,0.4,0.4,0.2,0,0,0,0,0,1,0.6666667,2,1.4,0
1124,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
1125,0.6666667,0.33333334,0,0,0,0,0,0,2,2,0,0.6666667,0
1126,0.42857143,0.21428572,0,0,0,0,0,0.14285715,2,0.75,2,0.99648094,0
1127,0,1,0,0,0,0,0,0,0,0,2,2,0
1128,0.2,0.4,0,0.2,0,0.2,0,0,0.5,0.25,2,1.2,0
1129,0.2857143,0.71428573,0,0,0,0,0,0,0.4,0.4,1.8277293,1.6125122,0
1130,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0
1131,0.2857143,0.42857143,0.14285715,0,0,0,0.14285715,0,0.6666667,0.4,2,1.4285715,0
1132,0.14285715,0.64285713,0.14285715,0,0,0,0,0,0.22222222,0.16666667,1.8597934,1.5302931,0
1133,0.16666667,0.5,0,0,0,0.16666667,0,0.16666667,0.33333334,0.2,1.5793802,1.0754315,0
1134,0.6,0.4,0,0,0,0,0,0,1.5,1.5,2,1.4,0
1135,0.5,0.5,0,0,0,0,0,0,1,1,2,1.5,0
1136,0,0,0,0,0,0,1,0,0,0,0,0,0
1137,0.25,0.5,0,0,0,0,0,0.25,0.5,0.33333334,2,1.25,0
1138,0.25,0.5,0.25,0,0,0,0,0,0.5,0.33333334,1,1,0
1139,0.1,0.7,0.2,0,0,0,0,0,0.14285715,0.11111111,1.8982265,1.479588,0
1140,0,1,0,0,0,0,0,0,0,0,2,2,0
1141,0.2,0.4,0,0,0,0.1,0,0.1,0.5,0.25,2,1.159176,0
1142,0,1,0,0,0,0,0,0,0,0,2,2,0
1143,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0
1144,0.2,0.6,0.1,0,0,0,0,0,0.33333334,0.25,1.7420981,1.479588,0
1145,0.75,0.25,0,0,0,0,0,0,3,3,0,0.75,0
1146,0.4347826,0.3043478,0.08695652,0,0,0,0,0.08695652,1.4285715,0.7692308,1.8982265,1.1890097,0
1147,0.33333334,0,0,0,0,0,0,0,0,0.5,0,0.24604683,0
1148,0.5,0,0,0,0,0,0,0.5,0,1,0,0.5,0
1149,0.33333334,0.6666667,0,0,0,0,0,0,0.5,0.5,2,1.3333334,0
